# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
WASP-141 b,Confirmed,2.69,0.15,0.15,,,,1.21,0.08,0.08,3.310651,5e-06,5e-06,0.0469,0.0007,0.0007,0.0,,,87.6,1.3,1.3,,2016,2016-07-11,,,,,,,,,,2457019.5953,0.0003,0.0003,,,,,,,0.31,0.12,0.12,,,,315.0,15.0,15.0,1540.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-141,71.825000006,-17.115277792,12.4,,,,,570.0,150.0,150.0,0.29,0.09,0.09,1.25,0.06,0.06,1.37,0.07,0.07,F9,4.0,2.4,4.6,5900.0,120.0,120.0,,,
WASP-142 b,Confirmed,0.84,0.09,0.09,,,,1.53,0.08,0.08,2.052868,2e-06,2e-06,0.0347,0.0007,0.0007,0.0,,,80.2,0.6,0.6,,2016,2016-07-11,,,,,,,,,,2457007.7779,0.0004,0.0004,,,,,,,0.77,0.02,0.02,,,,109.0,10.0,10.0,2000.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-142,140.508333334,-23.94611114,12.3,,,,,840.0,310.0,310.0,0.26,0.12,0.12,1.33,0.08,0.08,1.64,0.08,0.08,F8,2.0,,,6010.0,140.0,140.0,,,
WASP-15 b,Confirmed,0.542,0.05,0.05,,,,1.428,0.077,0.077,3.7520656,2.8e-06,2.8e-06,0.0499,0.0018,0.0018,0.0,,,85.5,0.5,0.5,0.000162,2008,2013-06-18,,,,,,,,,,2454584.69823,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-15,208.9291667,-32.1597222,10.9,,,,,308.0,,,-0.17,0.11,0.11,1.18,0.12,0.12,1.477,0.072,0.072,F7,3.9,1.3,1.3,6300.0,100.0,100.0,,,
WASP-157 b,Confirmed,0.576,0.0937,0.0937,0.574,0.093,0.093,1.045,0.044,0.044,3.9516205,4e-06,4e-06,0.0529,0.0017,0.0017,0.0,,,85.19,0.32,0.5,,2016,2016-03-18,,,,,,,,,,2457257.803194,8.8e-05,8.8e-05,,,,,,,0.868,0.068,0.022,,,,60.0,4.0,4.0,1339.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,WASP-157,201.654166679,-8.317500007,12.9,,,,,,,,0.34,0.09,0.09,1.26,0.12,0.12,1.11,0.046,0.046,G2V,1.0,0.3,2.8,5840.0,140.0,140.0,,,
WASP-16 b,Confirmed,0.855,0.059,0.059,,,,1.008,0.071,0.071,3.1186009,1.31e-05,1.31e-05,0.0421,0.0018,0.0018,0.0,,,85.22,0.43,0.43,,2009,2013-06-18,,,,,,,,,,2454584.42878,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-16,214.6833333,-20.2755556,11.3,,,,,,,,0.01,0.1,0.1,1.022,0.101,0.101,0.946,0.054,0.054,G3V,2.3,2.2,2.2,5550.0,130.0,130.0,,,
WASP-17 b,Confirmed,0.486,0.032,0.032,,,,1.991,0.081,0.081,3.735438,6.8e-06,6.8e-06,0.0515,0.00034,0.00034,0.028,0.018,0.015,86.83,0.56,0.68,,2009,2016-09-14,277.4,14.6,2.6,,,,,,,2454577.85806,0.00027,0.00027,,,,,,,0.401,0.077,0.059,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,"O I, Na, C, K",WASP-17,239.9625,-28.0616667,11.6,,,,,,,,-0.19,0.09,0.09,1.2,-0.13,-0.13,1.38,-0.18,-0.18,F4,3.0,-2.6,-2.6,6650.0,80.0,80.0,,,
WASP-18 b,Confirmed,10.43,0.4,0.4,,,,1.165,0.077,0.077,0.9414518,4e-07,4e-07,0.02047,0.00038,0.00038,0.0088,0.0012,0.0012,86.0,2.5,2.5,0.000205,2009,2012-07-05,269.0,3.0,3.0,,,,,,,2454221.48163,0.00038,0.00038,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-18,24.3541667,-45.6777778,9.3,,,,,100.0,10.0,10.0,0.0,0.09,0.09,1.24,0.04,0.04,1.23,0.045,0.045,F6,0.63,0.53,0.53,6400.0,100.0,100.0,,,
WASP-19 b,Confirmed,1.114,0.04,0.04,,,,1.395,0.025,0.025,0.78884,3e-07,3e-07,0.01616,0.00026,0.00026,0.0046,0.0044,0.0044,79.4,0.4,0.4,,2009,2015-04-30,3.0,70.0,70.0,,,,,,,2455168.96801,9e-05,9e-05,,,,,,,,,,,,,,,,2077.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"O I, C",WASP-19,148.4166667,-45.6591667,12.3,,,,,,,,0.02,0.09,0.09,0.904,0.045,0.045,1.004,0.018,0.018,G8V,11.5,2.7,2.7,5500.0,100.0,100.0,,,
WASP-2 b,Confirmed,0.847,0.045,0.045,,,,1.079,0.033,0.033,2.15222144,4e-07,4e-07,0.03138,0.011,0.011,0.0,,,84.73,0.19,0.19,0.000218,2006,2013-05-31,,,,,,,,,,2453991.5153,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-2,307.725,6.4294444,11.98,,,,,144.0,,,-0.08,0.08,0.08,0.84,0.11,0.11,0.834,0.08,0.08,K1V,,,,5150.0,80.0,80.0,,,
WASP-20 b,Confirmed,0.313,0.018,0.018,,,,1.459,0.057,0.057,4.8996285,3.4e-06,3.4e-06,0.06003,0.00067,0.00067,0.0,,,85.57,0.022,0.022,,2011,2014-02-07,,,,,,,,,,2455715.65562,0.00028,0.00028,,,,8.1,3.6,3.6,,,,,,,,,,1379.0,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-20,0.0,0.0,10.68,,,,,210.0,20.0,20.0,-0.009,0.061,0.061,1.202,0.04,0.04,1.392,0.044,0.044,,7.0,2.0,1.0,5950.0,100.0,100.0,,,
WASP-21 b,Confirmed,0.3,0.01,0.01,,,,1.21,0.032,0.032,4.3225126,2.2e-06,2.2e-06,0.052,0.00044,0.00044,0.0,,,87.12,0.24,0.24,0.000226,2010,2015-08-26,,,,,,,,,,2454743.04217,0.00065,0.00065,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-21,347.4916667,18.3961111,11.6,,,,,230.0,30.0,30.0,-0.4,0.1,0.1,1.01,0.025,0.025,1.06,0.04,0.04,G3V,,,,5800.0,100.0,100.0,,,
WASP-22 b,Confirmed,0.617,0.0172,0.00318,0.617,0.017,0.0028,1.199,0.027,0.046,3.5327313,5.8e-06,5.8e-06,0.04698,0.00037,0.00037,0.0,,,88.26,0.91,0.91,0.000157,2010,2015-12-18,,,,,,,,,,2455497.39967,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-22,52.8166667,-23.8197222,12.0,,,,,300.0,,,-0.05,0.08,0.08,1.1,0.3,0.3,1.13,0.03,0.03,,,,,6000.0,100.0,100.0,,,
WASP-23 b,Confirmed,0.884,0.099,0.088,,,,0.962,0.056,0.047,2.9444256,1.3e-06,1.1e-06,0.0376,0.0024,0.0016,0.062,inf,nan,88.39,0.45,0.79,,2010,2014-08-16,,,,,,,,,,2455320.12363,0.00013,0.00013,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-23,101.1291667,-42.7619444,12.7,,,,,,,,,,,0.78,0.13,0.13,0.765,0.049,0.049,K1V,,,,5150.0,100.0,100.0,,,
WASP-24 b,Confirmed,1.071,0.038,0.036,,,,1.3,0.038,0.039,2.3412127,2e-06,2e-06,0.03651,0.00028,0.00028,0.0,,,83.64,0.29,0.29,0.000109,2010,2014-07-24,,,,,,,,,,2455081.37941,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-24,227.2166667,2.3433333,11.3,,,,,332.5,,,0.07,0.1,0.1,1.129,0.025,0.025,1.147,0.048,0.048,F8-9,1.6,1.6,1.6,6075.0,100.0,100.0,,,"TYC 339-329-1, 2MASS J15085174+0220358, USNO-B1.0 0923-0348089"
WASP-25 b,Confirmed,0.58,0.04,0.04,,,,1.26,0.06,0.06,3.76483,5e-05,5e-05,0.0474,0.0004,0.0004,0.0,,,87.7,0.5,0.5,0.00028,2010,2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-25,195.3583333,-27.5222222,11.9,,,,,169.0,,,-0.05,0.1,0.1,1.0,0.03,0.03,0.95,0.04,0.04,G4,,,,5750.0,100.0,100.0,,,
WASP-26 b,Confirmed,1.028,0.021,0.021,,,,1.281,0.075,0.075,2.7566004,6.7e-06,6.7e-06,0.03985,0.00033,0.00033,0.0,,,82.91,0.46,0.46,0.000159,2010,2014-07-24,,,,,,,,,,2455228.38842,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-26,4.6041667,-15.2672222,11.3,,,,,250.0,15.0,15.0,-0.02,0.09,0.09,1.12,0.03,0.03,1.34,0.06,0.06,G0,6.0,2.0,2.0,5950.0,100.0,100.0,,,
WASP-28 b,Confirmed,0.907,0.043,0.043,,,,1.213,0.042,0.042,3.40883,6e-06,6e-06,0.04469,0.00076,0.00076,0.046,0.03,0.03,88.61,0.67,0.67,0.000136,2010,2014-02-07,,,,,,,,,,2455290.40519,0.0003,0.0003,,,,8.0,18.0,18.0,,,,,,,,,,1468.0,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-28,353.6166667,-1.58,12.0,,,,,410.0,70.0,70.0,-0.29,0.1,0.1,1.021,0.05,0.05,1.094,0.031,0.031,F8-G0,5.0,3.0,2.0,6150.0,140.0,140.0,,,
WASP-29 b,Confirmed,0.242897146273,0.0201050876254602,0.0201050876254602,,,,0.84128975161,0.0347935316148303,0.0553127938492173,3.922727,4e-06,4e-06,0.0457,0.0006,0.0006,0.03,0.03,0.03,88.8,0.7,0.7,0.000571,2010,2014-05-21,,,,,,,,,,2455320.2431,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-29,357.8791667,-39.9066667,11.3,,,,,80.0,,,0.11,0.14,0.14,0.825,0.033,0.033,0.846,0.048,0.048,K4V,15.0,8.0,8.0,4800.0,150.0,150.0,,,
WASP-3 b,Confirmed,2.06,0.13,0.13,,,,1.454,0.084,0.084,1.8468372,6e-07,6e-07,0.0313,0.0001,0.0001,0.0,,,85.06,0.16,0.16,0.00014,2007,2012-11-02,,,,,,,,,,2454605.55915,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-3,278.6333333,35.6616667,10.64,,,,,223.0,,,0.0,0.2,0.2,1.24,0.11,0.11,1.31,0.12,0.12,F7V,,,,6400.0,100.0,100.0,,,
WASP-31 b,Confirmed,0.478,0.03,0.03,,,,1.537,0.06,0.06,3.405909,5e-06,5e-06,0.04657,0.00034,0.00034,0.0,,,84.54,0.027,0.027,0.000116,2010,2017-02-09,,,,,,,,,,2455192.6887,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,K,WASP-31,169.4375,-19.0547222,11.7,,,,,400.0,0.0,0.0,-0.19,0.09,0.09,1.16,0.026,0.026,1.24,0.04,0.04,F,,1.0,1.0,6200.0,100.0,100.0,,,
WASP-32 b,Confirmed,3.6,0.07,0.07,,,,1.18,0.07,0.07,2.71865,8e-05,8e-05,0.0394,0.0003,0.0003,0.018,0.0065,0.0065,85.3,0.5,0.5,,2010,2010-10-11,160.0,30.0,30.0,,,,,,,2455151.054,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-32,3.9625,1.2005556,11.3,,,,,,,,-0.13,0.1,0.1,1.1,0.03,0.03,1.11,0.05,0.05,G,,,,6100.0,100.0,100.0,,,
WASP-33 b,Confirmed,2.1,0.1,0.1,,,,1.603,0.014,0.014,1.21986967,4.5e-07,4.5e-07,0.02558,0.00023,0.00023,0.0,,,87.7,1.8,1.8,0.000221,2010,2015-09-30,,,,,,,,,,2454590.17936,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-33,36.7125,37.5505556,8.3,,,,,116.0,16.0,16.0,0.1,0.2,0.2,1.495,0.031,0.031,1.444,0.034,0.034,A5,,,,7400.0,200.0,200.0,,,
WASP-34 b,Confirmed,0.59,0.01,0.01,,,,1.22,0.08,0.08,4.3176782,4.5e-06,4.5e-06,0.0524,0.0004,0.0004,0.038,0.012,0.012,85.2,0.2,0.2,0.000437,2010,2010-12-13,319.8,18.6,18.6,,,,,,,2454647.55358,0.00064,0.00064,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-34,165.4,-23.8605556,10.4,,,,,120.0,15.0,15.0,-0.02,0.1,0.1,1.01,0.07,0.07,0.93,,,G5,,0.12,0.12,5700.0,100.0,100.0,,,
WASP-35 b,Confirmed,0.72,0.06,0.06,,,,1.32,0.03,0.03,3.161575,2e-06,2e-06,0.04317,0.00028,0.00028,0.0,,,87.96,0.25,0.25,,2011,2014-08-16,,,,,,,,,,2455531.47907,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-35,76.0817733399,-6.22982307041,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-36 b,Confirmed,2.279,0.068,0.068,,,,1.269,0.03,0.03,1.5373653,2.7e-06,2.7e-06,0.02624,0.00027,0.00027,0.0,,,83.65,0.22,0.22,5.8e-05,2010,2011-10-25,,,,,,,,,,2455569.83731,9.3e-05,9.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-36,131.579166673,-8.0269444,12.7,,,,,450.0,120.0,120.0,-0.31,0.12,0.12,1.02,0.032,0.032,0.943,0.019,0.019,G2,3.0,2.0,2.0,5881.0,138.0,138.0,,,
WASP-37 b,Confirmed,1.8,0.17,0.17,,,,1.16,0.06,0.07,3.577471,1.1e-05,1.1e-05,0.04339,0.00152,0.00152,0.0,,,88.78,0.83,0.83,0.000128,2010,2014-05-23,,,,,,,,,,2455338.6189,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-37,221.9458333,1.065,12.7,,,,,338.0,41.0,41.0,-0.4,0.12,0.12,0.849,0.04,0.04,0.977,0.042,0.042,G2,11.0,4.0,4.0,5800.0,150.0,150.0,,,
WASP-38 b,Confirmed,2.712,0.065,0.065,,,,1.079,0.044,0.044,6.871815,4.2e-05,4.2e-05,0.07551,0.00085,0.00085,0.0321,0.0044,0.0044,88.69,0.55,0.55,0.000686,2010,2012-04-08,341.0,-16.0,-16.0,,,,,,,2455335.9205,0.00074,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-38,243.9583333,10.0325,9.42,,,,,110.0,20.0,20.0,-0.12,0.07,0.07,1.216,0.041,0.041,1.365,0.041,0.041,F8,5.0,nan,inf,6150.0,80.0,80.0,,,
WASP-39 b,Confirmed,0.28,0.03,0.03,,,,1.27,0.04,0.04,4.055259,9e-06,9e-06,0.0486,0.0005,0.0005,0.0,,,87.83,0.25,0.25,0.000211,2011,2011-09-08,,,,,,,,,,2455342.9688,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-39,217.325,-3.4444444,12.11,,,,,230.0,80.0,80.0,-0.12,0.1,0.1,0.93,0.03,0.03,0.895,0.023,0.023,G8,,,,5400.0,150.0,150.0,,,
WASP-4 b,Confirmed,1.237,0.062,0.059,,,,1.395,0.022,0.022,1.33823187,2.5e-07,2.5e-07,0.02312,0.00033,0.00033,0.0,,,88.8,0.43,0.61,7.7e-05,2007,2014-05-28,,,,,,,,,,2454823.59192,2.8e-05,2.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-4,353.5625,-42.0613889,12.6,,,,,300.0,50.0,50.0,-0.03,0.09,0.09,0.93,0.05,0.05,1.15,0.28,0.28,G8,,,,5500.0,100.0,100.0,,,
WASP-41 b,Confirmed,0.94,0.05,0.05,0.94,0.05,0.05,1.18,0.03,0.03,3.052404,9e-07,9e-07,0.04,0.001,0.001,0.026,0.026,0.0,89.4,0.3,0.3,0.000222,2010,2015-09-28,,,,,,,,,,2456014.9936,0.0001,0.0001,,,,29.0,10.0,14.0,0.1,0.06,0.06,,,,138.0,2.0,2.0,1244.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-41,190.618737509,-30.6398750179,11.6,,,,,180.0,60.0,60.0,-0.08,0.09,0.09,0.95,0.09,0.09,1.01,0.26,0.26,G8V,,,,5450.0,150.0,150.0,,,
WASP-42 b,Confirmed,0.5,0.035,0.035,,,,1.08,0.057,0.057,4.9816872,7.3e-06,7.3e-06,0.0458,0.0017,0.0017,0.06,0.013,0.013,88.25,0.27,0.27,,2011,2016-08-19,167.0,26.0,26.0,,,,,,,2455650.5672,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-42,192.981545852,-42.0736083402,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-43 b,Confirmed,2.052,0.0534,0.05347,2.034,0.052,0.052,1.036,0.019,0.019,0.81347753,7e-07,7e-07,0.01526,0.00018,0.00018,0.0035,0.0025,0.0025,82.33,0.2,0.2,,2011,2017-02-13,328.0,34.0,34.0,,,,,,,2455726.54336,0.00012,0.00012,,,,3.5,6.8,6.8,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CH4, NH3, C, CO, CO2, H2O, O I",WASP-43,154.9083333,-9.8063889,12.4,,,,,,,,-0.01,0.012,0.012,0.717,0.025,0.025,0.667,0.01,0.01,K7V,0.4,nan,inf,4520.0,120.0,120.0,,,
WASP-44 b,Confirmed,0.889,0.062,0.062,,,,1.14,0.11,0.11,2.4238039,8.7e-06,8.7e-06,0.03473,0.00041,0.00041,0.0,,,86.02,0.86,0.86,,2011,2013-01-16,,,,,,,,,,2455434.376,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-44,3.9041667,-11.9380556,12.9,,,,,,,,0.06,0.1,0.1,0.951,0.034,0.034,0.927,0.07,0.07,G8V,0.9,0.6,0.6,5410.0,150.0,150.0,,,
WASP-45 b,Confirmed,1.007,0.053,0.053,,,,1.16,0.14,0.14,3.1260876,3.5e-06,3.5e-06,0.04054,0.0009,0.0009,0.0,,,84.47,0.79,0.79,,2011,2011-05-17,,,,,,,,,,2455441.26925,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-45,5.2375,-35.9983333,12.0,,,,,,,,0.36,0.12,0.12,0.909,0.06,0.06,0.945,0.071,0.071,K2V,1.4,1.0,1.0,5140.0,200.0,200.0,,,
WASP-46 b,Confirmed,2.101,0.073,0.073,,,,1.31,0.051,0.051,1.43037,2.3e-06,2.3e-06,0.02448,0.00028,0.00028,0.0,,,82.63,0.38,0.38,,2011,2011-05-17,,,,,,,,,,2455392.31553,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-46,318.7375,-55.8716667,12.9,,,,,,,,-0.37,0.13,0.13,0.956,0.034,0.034,0.917,0.028,0.028,G6V,1.4,0.6,0.6,5620.0,160.0,160.0,,,
WASP-47 b,Confirmed,1.13,0.038,0.038,,,,1.17,0.079,0.079,4.15912,1e-05,1e-05,0.052,0.011,0.011,0.0028,0.0028,0.0028,89.02,0.17,0.17,0.00026,2011,2016-12-16,51.0,82.0,82.0,2455764.3463,0.0002,0.0002,,,,2456982.97823,0.00032,0.00032,,,,,,,0.13,0.08,0.05,,,,142.0,1.7,1.7,1275.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.0,30.0,30.0,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400.0,100.0,100.0,,,
WASP-47 d,Confirmed,0.0428,0.0063,0.0063,,,,0.331,0.023,0.023,9.0304,0.0003,0.0003,0.088,0.019,0.019,0.007,0.007,0.007,89.22,0.13,0.13,,2015,2016-12-16,76.0,106.0,106.0,,,,,,,2456988.375,0.014,0.014,,,,,,,0.152,0.051,0.051,,,,4.77,0.81,0.81,,,,,,,,,,Published in a refereed paper,"Primary Transit, TTV",Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.0,30.0,30.0,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400.0,100.0,100.0,,,
WASP-47 e,Confirmed,0.029,0.0031,0.0031,,,,0.167,0.012,0.012,0.78961,1e-05,1e-05,0.0173,0.0038,0.0038,0.03,0.02,0.02,86.2,2.1,2.1,,2015,2016-12-16,81.0,146.0,146.0,,,,,,,2456979.76455,0.00094,0.00094,,,,,,,0.188,0.049,0.049,,,,6.1,1.9,1.9,,,,,,,,,,Published in a refereed paper,"Primary Transit, TTV",Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.0,30.0,30.0,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400.0,100.0,100.0,,,
WASP-48 b,Confirmed,0.98,0.09,0.09,,,,1.67,0.08,0.08,2.143634,3e-06,3e-06,0.03444,0.00043,0.00043,0.0,,,80.09,0.55,0.55,,2011,2014-08-16,,,,,,,,,,2455364.55043,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-48,291.1625,55.4730556,11.06,,,,,,,,-0.12,0.12,0.12,1.19,0.05,0.05,1.75,0.09,0.09,,,,,5990.0,90.0,90.0,,,
WASP-49 b,Confirmed,0.378,0.027,0.027,,,,1.115,0.047,0.047,2.7817387,5.6e-06,5.6e-06,0.0378,0.027,0.027,,,,84.89,0.19,0.19,,2011,2017-02-03,,,,,,,,,,2455580.59436,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,Na,WASP-49,91.0894250072,-16.9652944757,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-5 b,Confirmed,1.637,0.082,0.082,,,,1.171,0.057,0.057,1.6284246,1.3e-06,1.3e-06,0.02729,0.00056,0.00056,0.0,,,85.8,1.1,1.1,9.2e-05,2007,2013-08-05,,,,,,,,,,2454375.62494,0.00024,0.00024,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-5,359.35,-41.2772222,12.26,,,,,297.0,50.0,50.0,0.09,0.09,0.09,1.0,0.06,0.06,1.084,0.041,0.041,G5,3.0,1.4,1.4,5700.0,100.0,100.0,,,
WASP-50 b,Confirmed,1.437,0.068,0.068,,,,1.138,0.026,0.026,1.9550959,5.1e-06,5.1e-06,0.02913,0.00064,0.00064,0.009,0.006,0.006,84.74,0.24,0.24,0.000128,2011,2016-05-03,44.0,80.0,80.0,,,,,,,2455558.61197,0.00015,0.00021,2455561.549,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-50,43.6875,-10.8980556,11.6,,,,,230.0,40.0,40.0,-0.12,0.08,0.08,0.861,0.057,0.057,0.855,0.019,0.019,G9,8.1,7.0,4.5,5400.0,100.0,100.0,,,
WASP-52 b,Confirmed,0.46,0.02,0.02,,,,1.27,0.03,0.03,1.7497798,1.2e-06,1.2e-06,0.0272,0.0003,0.0003,0.0,,,85.35,0.2,0.2,,2011,2012-11-07,,,,,,,,,,2455793.68143,9e-05,9e-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-52,348.4958,8.7614,12.0,,,,,140.0,20.0,20.0,0.03,0.12,0.12,0.87,0.03,0.03,0.79,0.02,0.02,K2V,0.4,0.3,0.3,5000.0,100.0,100.0,,,
WASP-53 b,Confirmed,2.132,0.094,0.092,,,,1.074,0.037,0.037,3.3098443,2e-06,2e-06,0.04101,0.00091,0.00083,0.0,0.0,0.03,87.08,0.15,0.16,,2011,2016-12-27,,,,,,,,,,2455943.56695,0.00012,0.00011,,,,,,,,,,,,,326.1,1.8,1.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,WASP-53,31.9092500127,-20.661944467,,,10.959,,,235.0,55.0,55.0,0.22,0.11,0.11,0.839,0.054,0.054,0.798,0.023,0.023,K3,,,,4953.0,60.0,59.0,,,2MASS J02073820{2039426
WASP-54 b,Confirmed,0.6,,,,,,1.4,,,3.7,,,,,,,,,,,,,2011,2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-55 b,Confirmed,0.57,0.04,0.04,0.57,0.04,0.04,1.3,0.03,0.05,4.465633,4e-06,4e-06,0.0533,0.0007,0.0007,0.0,0.0,0.2,89.2,0.6,0.6,,2011,2015-08-17,,,,,,,,,,2455737.9396,0.0003,0.0003,,,,,,,0.15,0.12,0.12,,,,,7.1,7.1,1290.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-55,203.758333334,-17.5036111,11.8,,,,,330.0,50.0,50.0,-0.2,0.07,0.07,1.013,0.037,0.037,1.011,0.036,0.036,G1,3.0,2.0,5.0,5900.0,100.0,100.0,,,
